Obs,TRT,ENTNO,NAME,Rep,DTF,HT,GY,TDMY,HI,F10,Trial,Env
1320,S,e7,DGI-196,3,83,71.667,1652.78,6367.02,23.0147,,E,SE
231,S,e36,IR78877-163-B-1-1,3,75,78.667,1656.48,3736.98,44.3266,,A,SA
1938,S,e13,DK117,3,75,76.667,1657.34,4034.66,36.4193,,G,SG
2238,S,e13,DK117,3,75,76.667,1657.34,4034.66,36.4193,,H,SH
2523,S,e8,DGI-32,3,75,63.333,1659.86,4199.23,39.5277,,I,SI
2546,S,e16,DK135,2,75,61.333,1660.84,3407.9,48.7351,,I,SI
2592,S,e31,IR77298-14-1-2,3,63,80,1660.84,5082.1,32.6802,,I,SI
1980,S,e27,IR74371-46-1-1,3,70,91.767,1664.4,3960.39,37.2603,,G,SG
2280,S,e27,IR74371-46-1-1,3,70,91.767,1664.4,3960.39,37.2603,,H,SH
2607,S,e36,IR78877-163-B-1-1,3,70,76.667,1665.79,4150.89,40.1309,,I,SI
1387,S,e30,IR75870-8-1-2-B-6-2-B-B-B,1,74,71.333,1669.28,5428.05,27.2655,,E,SE
1953,S,e18,DK142,3,73,78.833,1670.17,4581.44,32.3211,,G,SG
2253,S,e18,DK142,3,73,78.833,1670.17,4581.44,32.3211,,H,SH
1672,S,e25,IR71525-19-1-1,1,68,121,1670.49,6783.99,21.8316,,F,SF
1686,S,e29,IR75282-58-1-2-3,3,82,115,1672.8,8589.83,17.2657,,F,SF
1409,S,e37,IR78905-105-1-2-2,2,74,91.667,1682.75,7530.26,19.8124,,E,SE
182,S,e19,DK157,2,75,78.4,1683.25,3472.27,48.477,,A,SA
1992,S,e31,IR77298-14-1-2,3,75,76.667,1691.36,4440.09,33.7731,,G,SG
2292,S,e31,IR77298-14-1-2,3,75,76.667,1691.36,4440.09,33.7731,,H,SH
2509,S,e4,D6-547-2R,1,75,62.667,1693.68,5227.68,32.3983,,I,SI
2514,S,e5,D6-547-5S,3,75,58.667,1695.97,4314.37,39.3097,,I,SI
2552,S,e18,DK142,2,70,64,1696.7,4251.09,39.9121,,I,SI
2000,S,e34,IR77298-5-6-18,2,73,69.5,1698.99,4380.39,34.3879,,G,SG
2300,S,e34,IR77298-5-6-18,2,73,69.5,1698.99,4380.39,34.3879,,H,SH
1361,S,e21,DSL-69-6,2,88,65.333,1699.3,6419.26,23.4699,,E,SE
2622,S,e41,IR78910-23-1-3-3,3,70,92.333,1699.97,3553.79,47.8354,,I,SI
2618,S,e40,IR78908-193-B-3-B,2,70,80.667,1700.64,3926.65,43.3102,,I,SI
491,S,e29,IR75282-58-1-2-3,2,88,90,1702.2,6816.4,24.9721,,B,SB
183,S,e19,DK157,3,75,76.967,1702.86,3494.1,48.7353,,A,SA
246,S,e42,IR78910-34-B-2-2,3,75,82.833,1706.55,3877.52,44.0113,,A,SA
494,S,e30,IR75870-8-1-2-B-6-2-B-B-B,2,92,90.933,1708.67,8821.27,19.3699,,B,SB
2590,S,e31,IR77298-14-1-2,1,70,72.333,1708.93,4463.6,38.2859,,I,SI
1913,S,e5,D6-547-5S,2,77,64.667,1712.53,6667.39,22.7724,,G,SG
2213,S,e5,D6-547-5S,2,77,64.667,1712.53,6667.39,22.7724,,H,SH
172,S,e16,DK135,1,88,63.6,1713.28,4338.99,39.4857,,A,SA
206,S,e27,IR74371-46-1-1,2,75,79.967,1715.58,3844.48,44.6244,,A,SA
214,S,e31,IR77298-14-1-2,1,82,72.567,1716.58,5529.71,31.0428,,A,SA
203,S,e26,IR71700-247-1-1,2,81,67.167,1716.67,4934.7,34.7878,,A,SA
223,S,e34,IR77298-5-6-18,1,88,66.433,1717.63,4706,36.4987,,A,SA
1902,S,e1,APO,3,81,87.333,1717.64,4386.45,34.7172,,G,SG
2202,S,e1,APO,3,81,87.333,1717.64,4386.45,34.7172,,H,SH
152,S,e9,DGI-81,2,84,68.433,1717.8,4898.5,35.0679,,A,SA
2004,S,e35,IR77298-5-6-25,3,77,65.667,1720.16,4262.82,35.7765,,G,SG
2304,S,e35,IR77298-5-6-25,3,77,65.667,1720.16,4262.82,35.7765,,H,SH
221,S,e33,IR77298-14-1-2-13,2,80,67.167,1724.79,4857.04,35.511,,A,SA
2631,S,e44,IR81024-B-275-3-B,3,70,75,1727.15,4315.89,40.0185,,I,SI
2600,S,e34,IR77298-5-6-18,2,77,60.333,1730.84,3603.29,48.035,,I,SI
479,S,e25,IR71525-19-1-1,2,79,97,1731.47,5647.27,30.6603,,B,SB
258,S,e47,M4FNS-3076,3,82,69.833,1733.5,3782.92,45.8244,,A,SA
466,S,e21,DSL-69-6,1,81,70,1735.73,5931.07,29.2651,,B,SB
2588,S,e30,IR75870-8-1-2-B-6-2-B-B-B,2,75,70.333,1743.37,3290.6,52.9803,,I,SI
2619,S,e40,IR78908-193-B-3-B,3,65,87.333,1743.75,3800,45.8881,,I,SI
1347,S,e16,DK135,3,81,64.333,1745.62,3766.72,41.0879,,E,SE
767,S,e23,DSU-4-18,2,82,78.533,1745.98,5868.65,26.3771,,C,SC
303,C,e14,DK122,3,81,85,1746.33,7033.8,24.8277,,B,CB
2501,S,e1,APO,2,75,70.667,1746.47,4082.75,42.7768,,I,SI
2649,S,e50,URI,3,73,96.333,1748.66,5014.16,34.8744,,I,SI
2520,S,e7,DGI-196,3,75,58.667,1749.13,4069.44,42.982,,I,SI
234,S,e38,IR78908-121-B-2-B,3,75,66.467,1749.26,4072.59,42.952,,A,SA
2577,S,e26,IR71700-247-1-1,3,65,70.667,1750.75,5232.74,33.4576,,I,SI
1431,S,e44,IR81024-B-275-3-B,3,74,87.333,1753.6,7141.94,21.7692,,E,SE
2606,S,e36,IR78877-163-B-1-1,2,70,84.333,1754.75,3716.76,47.2118,,I,SI
2616,S,e39,IR78908-156-B-2-B,3,70,81.333,1754.99,3831.84,45.8003,,I,SI
430,S,e9,DGI-81,1,81,77.333,1755.87,6286.13,27.9324,,B,SB
428,S,e8,DGI-32,2,85,79,1758.8,7554.8,23.2806,,B,SB
1351,S,e18,DK142,1,74,76.833,1759.61,8359.4,18.6624,,E,SE
465,S,e20,DK167,3,83,79.333,1764.4,4423.73,39.8849,,B,SB
145,S,e7,DGI-196,1,86,70.767,1765.75,4682.91,37.7063,,A,SA
1954,S,e19,DK157,1,77,66.667,1768.33,4869,32.1997,,G,SG
2254,S,e19,DK157,1,77,66.667,1768.33,4869,32.1997,,H,SH
344,C,e28,IR74371-54-1-1,2,68,102.333,1769.87,7339.33,24.1148,,B,CB
2036,S,e46,KALIA,2,70,104.833,1770.95,3978.18,39.4682,,G,SG
2336,S,e46,KALIA,2,70,104.833,1770.95,3978.18,39.4682,,H,SH
283,C,e8,DGI-32,1,84,85.667,1771.07,7344.87,24.113,,B,CB
1958,S,e20,DK167,2,81,84.167,1772.13,5749.97,27.3248,,G,SG
2258,S,e20,DK167,2,81,84.167,1772.13,5749.97,27.3248,,H,SH
2633,S,e45,IR81025-B-425-B,2,70,77.333,1778.46,3644.71,48.7956,,I,SI
2518,S,e7,DGI-196,1,73,73,1779.51,5609.71,31.722,,I,SI
1925,S,e9,DGI-81,2,76,71.917,1782.22,4207.45,36.9691,,G,SG
2225,S,e9,DGI-81,2,76,71.917,1782.22,4207.45,36.9691,,H,SH
2644,S,e49,RR72-18-832,1,73,87.667,1782.76,4788.19,37.2324,,I,SI
2027,S,e43,IR79906-B-192-2-1,2,75,88.167,1784.59,4642.15,34.0837,,G,SG
2327,S,e43,IR79906-B-192-2-1,2,75,88.167,1784.59,4642.15,34.0837,,H,SH
2584,S,e29,IR75282-58-1-2-3,1,73,70,1786.15,4904.13,36.4214,,I,SI
2630,S,e44,IR81024-B-275-3-B,2,70,85.333,1790.16,2291.22,78.1313,,I,SI
2529,S,e10,DK106,3,73,61,1792.02,4491.07,39.9019,,I,SI
1397,S,e33,IR77298-14-1-2-13,2,78,62.167,1792.27,8302.23,19.1398,,E,SE
1417,S,e40,IR78908-193-B-3-B,1,69,86,1796.26,6799.56,23.4215,,E,SE
136,S,e3,D6-446-6S,1,88,66.133,1796.89,4827.22,37.2242,,A,SA
406,C,e49,RR72-18-832,1,68,93,1797.6,9586.2,18.752,,B,CB
2551,S,e18,DK142,1,70,69.667,1797.92,4667.1,38.5233,,I,SI
185,S,e20,DK167,2,86,72.033,1800.48,4252.11,42.3434,,A,SA
1962,S,e21,DSL-69-6,3,77,78.167,1800.93,4682.3,34.1007,,G,SG
2262,S,e21,DSL-69-6,3,77,78.167,1800.93,4682.3,34.1007,,H,SH
460,S,e19,DK157,1,88,84,1801.13,5906.8,30.4925,,B,SB
1128,S,e43,IR79906-B-192-2-1,3,81,112.667,1801.75,6444.96,24.7857,,D,SD
1378,S,e27,IR74371-46-1-1,1,69,73,1802.48,5704.87,28.0124,,E,SE
1952,S,e18,DK142,2,75,75,1804.32,4469.51,35.7916,,G,SG
2252,S,e18,DK142,2,75,75,1804.32,4469.51,35.7916,,H,SH
1988,S,e30,IR75870-8-1-2-B-6-2-B-B-B,2,77,90.5,1804.34,4119.39,38.834,,G,SG
2288,S,e30,IR75870-8-1-2-B-6-2-B-B-B,2,77,90.5,1804.34,4119.39,38.834,,H,SH
167,S,e14,DK122,2,77,58,1809.01,4122.72,43.8791,,A,SA
194,S,e23,DSU-4-18,2,86,69.333,1812.21,4629.75,39.1427,,A,SA
2539,S,e14,DK122,1,70,64.333,1812.86,4747.61,38.1847,,I,SI
1736,S,e46,KALIA,2,70,137.333,1814.57,7718.53,20.8433,,F,SF
1354,S,e19,DK157,1,83,57.833,1815.6,6256.64,25.728,,E,SE
137,S,e3,D6-446-6S,2,86,60.567,1815.89,5848.46,31.049,,A,SA
1995,S,e32,IR77298-14-1-2-1,3,75,71.167,1816.55,5134.55,31.3669,,G,SG
2295,S,e32,IR77298-14-1-2-1,3,75,71.167,1816.55,5134.55,31.3669,,H,SH
542,S,e47,M4FNS-3076,2,85,62.667,1821.87,4583.87,39.7452,,B,SB
2565,S,e22,DSL-89-3,3,73,63,1821.98,5097.63,35.7417,,I,SI
2634,S,e45,IR81025-B-425-B,3,70,89.667,1822.5,4340.69,41.9864,,I,SI
2617,S,e40,IR78908-193-B-3-B,1,63,85.667,1822.54,5021.33,36.296,,I,SI
492,S,e29,IR75282-58-1-2-3,3,88,89.333,1823.93,7850.93,23.2321,,B,SB
1410,S,e37,IR78905-105-1-2-2,3,74,76.167,1830.71,6705.1,24.207,,E,SE
1921,S,e8,DGI-32,1,81,73.667,1833.15,4468.87,36.3687,,G,SG
2221,S,e8,DGI-32,1,81,73.667,1833.15,4468.87,36.3687,,H,SH
1990,S,e31,IR77298-14-1-2,1,77,67.667,1833.49,5041.57,32.2433,,G,SG
2290,S,e31,IR77298-14-1-2,1,77,67.667,1833.49,5041.57,32.2433,,H,SH
1415,S,e39,IR78908-156-B-2-B,2,76,72.333,1833.63,6956.16,23.3705,,E,SE
2645,S,e49,RR72-18-832,2,73,68.333,1833.99,4495.21,40.7988,,I,SI
2638,S,e47,M4FNS-3076,1,75,53.333,1834.21,3629.94,50.5301,,I,SI
1986,S,e29,IR75282-58-1-2-3,3,77,84.5,1834.42,4561.26,35.6566,,G,SG
2286,S,e29,IR75282-58-1-2-3,3,77,84.5,1834.42,4561.26,35.6566,,H,SH
2595,S,e32,IR77298-14-1-2-1,3,70,66.333,1836.68,4745.93,38.7001,,I,SI
226,S,e35,IR77298-5-6-25,1,84,66.033,1841.52,4599.68,40.0357,,A,SA
2611,S,e38,IR78908-121-B-2-B,1,70,100.333,1846.97,5344.52,34.5582,,I,SI
2560,S,e21,DSL-69-6,1,70,64.667,1847.14,5553.33,33.2617,,I,SI
2430,C,e27,IR74371-46-1-1,3,65,91,1848.45,4468.7,41.3644,,I,CI
1931,S,e11,DK108,2,77,69.833,1848.48,4323.79,37.9032,,G,SG
2231,S,e11,DK108,2,77,69.833,1848.48,4323.79,37.9032,,H,SH
2525,S,e9,DGI-81,2,71.5,66,1856.87,4652,40.3398,,I,SI
173,S,e16,DK135,2,86,57.667,1864.43,4626.7,40.2972,,A,SA
786,S,e29,IR75282-58-1-2-3,3,86,81.567,1870.07,9623.34,17.229,,C,SC
236,S,e39,IR78908-156-B-2-B,2,75,81.1,1870.22,3651.48,51.218,,A,SA
1414,S,e39,IR78908-156-B-2-B,1,74,83.167,1871.75,6531.29,25.4083,,E,SE
710,S,e4,D6-547-2R,2,89,67.4,1877.86,7086.9,23.4927,,C,SC
2026,S,e43,IR79906-B-192-2-1,1,75,101.333,1878.52,4662.76,35.719,,G,SG
2326,S,e43,IR79906-B-192-2-1,1,75,101.333,1878.52,4662.76,35.719,,H,SH
1099,S,e34,IR77298-5-6-18,1,79,94.333,1878.65,7802.54,21.347,,D,SD
1350,S,e17,DK136,3,74,95.833,1879.69,8164.53,20.4119,,E,SE
2594,S,e32,IR77298-14-1-2-1,2,73,70.667,1880.08,4182.34,44.9528,,I,SI
154,S,e10,DK106,1,84,56.767,1882.11,5279.57,35.6489,,A,SA
1917,S,e6,DA8,3,70,102.5,1883.47,3768.95,44.3063,,G,SG
2217,S,e6,DA8,3,70,102.5,1883.47,3768.95,44.3063,,H,SH
1404,S,e35,IR77298-5-6-25,3,78,93.167,1883.7,6658.88,25.0805,,E,SE
2429,C,e27,IR74371-46-1-1,2,70,90.667,1886.27,4571.36,41.2627,,I,CI
2727,C,e26,IR71700-247-1-1,3,64,134.333,1888.75,6574.5,28.7285,,J,CJ
2627,S,e43,IR79906-B-192-2-1,2,70,84.333,1891.64,4667.33,40.5295,,I,SI
1427,S,e43,IR79906-B-192-2-1,2,74,80.833,1891.82,6904.95,24.291,,E,SE
1715,S,e39,IR78908-156-B-2-B,2,72,147,1896.04,5003.69,33.5957,,F,SF
489,S,e28,IR74371-54-1-1,3,81,93.667,1901.8,6622.47,28.7174,,B,SB
343,C,e28,IR74371-54-1-1,1,81,110,1902.8,9876.8,19.2653,,B,CB
199,S,e25,IR71525-19-1-1,1,82,84.633,1902.86,3878.47,49.062,,A,SA
2571,S,e24,IR70215-70-CPA-3-4-1-3,3,77,66.333,1904.46,4774.16,39.891,,I,SI
2646,S,e49,RR72-18-832,3,73,60.667,1904.5,4945.79,38.5074,,I,SI
1856,C,e36,IR78877-163-B-1-1,2,66,121.167,1905.69,6314.05,26.7591,,G,CG
2156,C,e36,IR78877-163-B-1-1,2,66,121.167,1905.69,6314.05,26.7591,,H,CH
1964,S,e22,DSL-89-3,2,77,67,1908.94,3851.99,43.9372,,G,SG
2264,S,e22,DSL-89-3,2,77,67,1908.94,3851.99,43.9372,,H,SH
2626,S,e43,IR79906-B-192-2-1,1,70,69.667,1909.43,5103.63,37.4131,,I,SI
1940,S,e14,DK122,2,75,70.5,1909.52,4195.71,40.3501,,G,SG
2240,S,e14,DK122,2,75,70.5,1909.52,4195.71,40.3501,,H,SH
2506,S,e3,D6-446-6S,1,73,57.333,1909.88,4513.63,42.3136,,I,SI
2548,S,e17,DK136,1,70,81,1910.22,2875.73,66.4256,,I,SI
1261,C,e38,IR78908-121-B-2-B,1,64,104.667,1910.29,4935.86,34.3134,,E,CE
482,S,e26,IR71700-247-1-1,2,79,72.667,1913.33,5380.33,35.5616,,B,SB
2610,S,e37,IR78905-105-1-2-2,3,70,86.333,1914.62,4382.43,43.6886,,I,SI
2508,S,e3,D6-446-6S,3,73,60,1915.1,4128.52,46.387,,I,SI
452,S,e16,DK135,2,83,62.667,1921.47,5610.13,34.2499,,B,SB
2424,C,e25,IR71525-19-1-1,3,59,97.667,1922.12,4990.75,38.5137,,I,CI
2636,S,e46,KALIA,2,68,88.667,1924.33,4034.84,47.6929,,I,SI
2575,S,e26,IR71700-247-1-1,1,70,61.667,1928.51,5221.88,36.9313,,I,SI
2033,S,e45,IR81025-B-425-B,2,73,89.5,1929.4,4584.2,37.3152,,G,SG
2333,S,e45,IR81025-B-425-B,2,73,89.5,1929.4,4584.2,37.3152,,H,SH
2391,C,e14,DK122,3,70,74.667,1929.84,4924.92,39.1851,,I,CI
754,S,e19,DK157,1,84,71.933,1939.83,5809.18,29.6057,,C,SC
446,S,e14,DK122,2,79,71.667,1941.73,5911.53,32.8465,,B,SB
2599,S,e34,IR77298-5-6-18,1,77,60.333,1943.35,4417.1,43.996,,I,SI
2582,S,e28,IR74371-54-1-1,2,70,88.667,1946.59,4361.71,44.6291,,I,SI
168,S,e14,DK122,3,77,66.067,1948.98,4439.86,43.8973,,A,SA
2558,S,e20,DK167,2,84,67.333,1954.17,4715.83,41.4386,,I,SI
314,C,e18,DK142,2,68,102,1954.93,7702.53,25.3804,,B,CB
2517,S,e6,DA8,3,70,85,1955.19,4458.06,43.8573,,I,SI
2013,S,e38,IR78908-121-B-2-B,3,66,63.333,1955.6,3919.44,44.2369,,G,SG
2313,S,e38,IR78908-121-B-2-B,3,66,63.333,1955.6,3919.44,44.2369,,H,SH
1926,S,e9,DGI-81,3,77,72.75,1956.04,4322.82,38.4254,,G,SG
2226,S,e9,DGI-81,3,77,72.75,1956.04,4322.82,38.4254,,H,SH
1403,S,e35,IR77298-5-6-25,2,78,63.5,1956.34,6269.56,27.6653,,E,SE
2468,C,e40,IR78908-193-B-3-B,2,70,96.667,1961.06,4199.08,46.7023,,I,CI
2625,S,e42,IR78910-34-B-2-2,3,70,82.667,1961.22,4753.48,41.2586,,I,SI
217,S,e32,IR77298-14-1-2-1,1,84,70.667,1961.77,4708,41.6689,,A,SA
346,C,e29,IR75282-58-1-2-3,1,68,103.333,1964.13,9210.73,21.3244,,B,CB
474,S,e23,DSU-4-18,3,81,74.667,1968.93,6520.93,30.194,,B,SB
2502,S,e1,APO,3,73,75,1969.64,4005.81,49.1695,,I,SI
2510,S,e4,D6-547-2R,2,79,58.667,1970.83,4161.86,47.3544,,I,SI
2531,S,e11,DK108,2,73,65,1971.32,4660.37,42.2996,,I,SI
2642,S,e48,PSBRC68,2,73,76,1978.25,5215.91,37.9271,,I,SI
1429,S,e44,IR81024-B-275-3-B,1,74,85.833,1980.86,6093.83,28.8198,,E,SE
158,S,e11,DK108,2,82,62.567,1982.13,4852,40.8518,,A,SA
2500,S,e1,APO,1,75,70.667,1984.33,4692.64,42.286,,I,SI
238,S,e40,IR78908-193-B-3-B,1,75,91.3,1986.58,4946.9,40.1581,,A,SA
212,S,e30,IR75870-8-1-2-B-6-2-B-B-B,2,84,96.4,1988.32,4127.99,48.1667,,A,SA
260,S,e49,RR72-18-832,2,80,60,1991.46,4847.28,41.0841,,A,SA
1791,C,e14,DK122,3,73,78.167,1995.35,7313.87,24.1879,,G,CG
2091,C,e14,DK122,3,73,78.167,1995.35,7313.87,24.1879,,H,CH
1428,S,e43,IR79906-B-192-2-1,3,74,86.5,1995.93,7021.39,25.2029,,E,SE
289,C,e10,DK106,1,68,94.667,1997.67,6669.33,29.953,,B,CB
2386,C,e13,DK117,1,70,101.667,1998.29,6755.28,29.5812,,I,CI
259,S,e49,RR72-18-832,1,81,70.567,1999.14,4755.03,42.0426,,A,SA
1419,S,e40,IR78908-193-B-3-B,3,69,99.667,2001.97,7215.08,24.6005,,E,SE
252,S,e44,IR81024-B-275-3-B,3,84,80.467,2004.49,3576.32,56.0488,,A,SA
1430,S,e44,IR81024-B-275-3-B,2,74,92.667,2006.06,7707.3,23.0764,,E,SE
1408,S,e37,IR78905-105-1-2-2,1,74,81.833,2006.52,5951.37,29.8918,,E,SE
2568,S,e23,DSU-4-18,3,73,62.333,2008.31,4683.9,42.8769,,I,SI
2643,S,e48,PSBRC68,3,73,74.333,2008.58,4896.01,41.0249,,I,SI
1499,C,e17,DK136,2,70,150.333,2010.35,6255.1,28.4947,,F,CF
1868,C,e40,IR78908-193-B-3-B,2,73,108.167,2011.46,5684.29,31.3734,,G,CG
2168,C,e40,IR78908-193-B-3-B,2,73,108.167,2011.46,5684.29,31.3734,,H,CH
160,S,e12,DK109,1,86,74.033,2012.67,4941.83,40.7273,,A,SA
1380,S,e27,IR74371-46-1-1,3,71,95.833,2014.8,7191.65,24.8388,,E,SE
565,C,e6,DA8,1,68,146.1,2021.18,6385.31,28.064,,C,CC
192,S,e22,DSL-89-3,3,84,65.6,2021.85,4997.32,40.4588,,A,SA
2366,C,e6,DA8,2,70,104,2030.27,5778.77,35.1333,,I,CI
711,S,e4,D6-547-2R,3,86,70.6,2032.54,8286.04,21.7479,,C,SC
2030,S,e44,IR81024-B-275-3-B,2,73,102.667,2033.62,5123.4,35.1915,,G,SG
2330,S,e44,IR81024-B-275-3-B,2,73,102.667,2033.62,5123.4,35.1915,,H,SH
287,C,e9,DGI-81,2,68,84.667,2035.33,7968.6,25.5419,,B,CB
1617,S,e6,DA8,3,68,141.5,2035.98,6833.7,26.4147,,F,SF
831,S,e44,IR81024-B-275-3-B,3,79,106.667,2042.25,6641.99,27.2607,,C,SC
427,S,e8,DGI-32,1,83,75,2042.6,7772.6,26.2795,,B,SB
208,S,e28,IR74371-54-1-1,1,80,76.8,2043.22,4641.97,44.0163,,A,SA
722,S,e8,DGI-32,2,84,96.4,2043.84,7610.73,23.8093,,C,SC
222,S,e33,IR77298-14-1-2-13,3,80,65.333,2044.91,4611.56,44.3431,,A,SA
432,S,e9,DGI-81,3,81,99.667,2047.33,8152.8,25.112,,B,SB
467,S,e21,DSL-69-6,2,81,74,2048.67,6566.2,31.2002,,B,SB
269,C,e2,BINUHANGIN,2,83,82,2050.33,8695.13,23.5802,,B,CB
242,S,e41,IR78910-23-1-3-3,2,75,85,2052.89,5100.44,40.2493,,A,SA
1420,S,e41,IR78910-23-1-3-3,1,69,92.333,2053.6,6923.92,26.2961,,E,SE
2045,S,e49,RR72-18-832,2,73,82,2054.95,4333.44,42.043,,G,SG
2345,S,e49,RR72-18-832,2,73,82,2054.95,4333.44,42.043,,H,SH
147,S,e7,DGI-196,3,81,60.233,2055.88,5182.04,39.6731,,A,SA
2467,C,e40,IR78908-193-B-3-B,1,70,103.333,2056.69,5212.66,39.4557,,I,CI
1951,S,e18,DK142,1,75,73.167,2057.13,4947.85,36.8615,,G,SG
2251,S,e18,DK142,1,75,73.167,2057.13,4947.85,36.8615,,H,SH
2628,S,e43,IR79906-B-192-2-1,3,75,93,2057.87,5314.44,38.7223,,I,SI
50,C,e25,IR71525-19-1-1,2,81,93.733,2060.44,4887.44,42.158,,A,CA
1822,C,e25,IR71525-19-1-1,1,66,112.167,2062.71,7562.93,24.1811,,G,CG
2122,C,e25,IR71525-19-1-1,1,66,112.167,2062.71,7562.93,24.1811,,H,CH
1712,S,e38,IR78908-121-B-2-B,2,68,129.667,2063.63,8607.61,21.2557,,F,SF
248,S,e43,IR79906-B-192-2-1,2,79,84.067,2064.58,4126.25,50.0352,,A,SA
433,S,e10,DK106,1,83,81.333,2065.33,6392.67,32.3079,,B,SB
1941,S,e14,DK122,3,73,77.333,2067.04,3504.7,52.2908,,G,SG
2241,S,e14,DK122,3,73,77.333,2067.04,3504.7,52.2908,,H,SH
1319,S,e7,DGI-196,2,83,69.833,2068.38,7114.82,25.7746,,E,SE
1717,S,e40,IR78908-193-B-3-B,1,70,144.833,2070.97,7094.05,25.8825,,F,SF
2536,S,e13,DK117,1,73,75.333,2072.59,5024.22,41.252,,I,SI
1357,S,e20,DK167,1,81,67.167,2074.74,6321.86,29.0968,,E,SE
2624,S,e42,IR78910-34-B-2-2,2,70,70,2075.02,4709.37,44.0614,,I,SI
503,S,e33,IR77298-14-1-2-13,2,81,68.667,2076.13,6818,30.4508,,B,SB
1942,S,e15,DK124,1,81,77.667,2077.58,6365.78,28.9356,,G,SG
2242,S,e15,DK124,1,81,77.667,2077.58,6365.78,28.9356,,H,SH
1332,S,e11,DK108,3,83,66.333,2077.82,7073.33,26.0442,,E,SE
1398,S,e33,IR77298-14-1-2-13,3,78,62,2079.2,7675.88,24.0156,,E,SE
204,S,e26,IR71700-247-1-1,3,81,63.3,2081.23,5088.22,40.903,,A,SA
2528,S,e10,DK106,2,73,62.333,2081.89,4852.2,42.9062,,I,SI
1423,S,e42,IR78910-34-B-2-2,1,69,91,2082.09,6992.37,26.3998,,E,SE
2647,S,e50,URI,1,63,97.333,2082.09,6805.65,30.5936,,I,SI
2807,S,e3,D6-446-6S,2,71,124,2084.29,6305.13,33.0571,,J,SJ
2422,C,e25,IR71525-19-1-1,1,65,110.333,2085.21,5193.74,40.1485,,I,CI
510,S,e35,IR77298-5-6-25,3,83,79.667,2090.4,8013.73,26.0852,,B,SB
150,S,e8,DGI-32,3,82,63.4,2091.6,5156.31,40.5639,,A,SA
2581,S,e28,IR74371-54-1-1,1,70,84.333,2092.97,4914.62,42.5865,,I,SI
2537,S,e13,DK117,2,73,70.667,2093.91,5284.72,39.6219,,I,SI
2620,S,e41,IR78910-23-1-3-3,1,70,82,2094.37,5316,39.3975,,I,SI
1038,S,e13,DK117,3,74,88,2094.53,5463.01,33.9924,,D,SD
176,S,e17,DK136,2,84,70.4,2099.61,4272.26,49.1452,,A,SA
1391,S,e31,IR77298-14-1-2,2,76,73.333,2101.02,8707.43,21.3928,,E,SE
481,S,e26,IR71700-247-1-1,1,81,89,2101.47,9686.13,21.6956,,B,SB
435,S,e10,DK106,3,85,70,2106.67,6856,30.7273,,B,SB
2511,S,e4,D6-547-2R,3,77,65.333,2108.78,6270.84,33.6284,,I,SI
1885,C,e46,KALIA,1,70,110.667,2110.75,6958.65,26.8929,,G,CG
2185,C,e46,KALIA,1,70,110.667,2110.75,6958.65,26.8929,,H,CH
2456,C,e36,IR78877-163-B-1-1,2,70,105.333,2111.78,7303.83,28.9133,,I,CI
2532,S,e11,DK108,3,70,68.667,2111.95,5160.91,40.9219,,I,SI
1436,S,e46,KALIA,2,71,82.5,2112.6,6237.69,30.0275,,E,SE
1939,S,e14,DK122,1,75,70.833,2115.09,4295.1,43.6599,,G,SG
2239,S,e14,DK122,1,75,70.833,2115.09,4295.1,43.6599,,H,SH
1393,S,e32,IR77298-14-1-2-1,1,76,68.667,2115.12,7751.6,24.192,,E,SE
1083,S,e28,IR74371-54-1-1,3,79,104,2117.95,5689.77,33.0025,,D,SD
442,S,e13,DK117,1,81,82,2119.27,6004.87,35.2925,,B,SB
247,S,e43,IR79906-B-192-2-1,1,84,85.2,2120.1,5117.78,41.4262,,A,SA
410,S,e1,APO,2,88,83.667,2124.67,7921,26.8232,,B,SB
1331,S,e11,DK108,2,81,61.667,2125.44,7265.99,25.9346,,E,SE
189,S,e21,DSL-69-6,3,84,72.267,2130.71,5377.08,39.6258,,A,SA
2459,C,e37,IR78905-105-1-2-2,2,73,101,2131.07,5912.2,36.0453,,I,CI
2553,S,e18,DK142,3,70,75.333,2134.03,4762.22,44.8115,,I,SI
2637,S,e46,KALIA,3,70,92,2134.53,5771.21,36.9859,,I,SI
409,S,e1,APO,1,88,91.667,2136.2,7657.53,27.8967,,B,SB
1421,S,e41,IR78910-23-1-3-3,2,71,85.333,2139.8,8161.17,23.246,,E,SE
1676,S,e26,IR71700-247-1-1,2,75,142.667,2140.04,9266.82,20.4747,,F,SF
1333,S,e12,DK109,1,83,62.833,2143.89,6328.24,30.0363,,E,SE
2034,S,e45,IR81025-B-425-B,3,73,94.167,2144.45,4815.6,39.4814,,G,SG
2334,S,e45,IR81025-B-425-B,3,73,94.167,2144.45,4815.6,39.4814,,H,SH
1857,C,e36,IR78877-163-B-1-1,3,68,97.333,2147.83,7289.66,26.1228,,G,CG
2157,C,e36,IR78877-163-B-1-1,3,68,97.333,2147.83,7289.66,26.1228,,H,CH
480,S,e25,IR71525-19-1-1,3,81,82.667,2148.13,6686.73,32.1253,,B,SB
2457,C,e36,IR78877-163-B-1-1,3,70,103,2149.8,5747.81,37.402,,I,CI
1912,S,e5,D6-547-5S,1,77,62.167,2160.37,4740.98,40.4006,,G,SG
